"rho","alpha","REML_logLik","AIC_nominal_fixed_rho","pooled_mean","pooled_se","ci_lb","ci_ub","study_variance","effect_size_variance","species_nonphylogenetic_variance","species_phylogenetic_variance","correlation_offdiag_mean","covariance_offdiag_mean","error","delta_REML_logLik_from_grid_max","within_95pct_LR_grid"
0.117729150603383,8.49407300464514,-166.017514204238,342.035028408475,0.337363683878771,0.0654519556463728,0.208995166519455,0.465732201238087,0.0242161051787439,0.0144724315613094,1.49272287086299e-09,0.129597131240251,0.035303474453012,0.00457522901192384,NA,5.63918225291206,FALSE
0.127310261662328,7.85482636625437,-166.599731090068,343.199462180135,0.337124101084121,0.0686430807206374,0.202496947287649,0.471751254880593,0.0249847659533971,0.0144771039684792,1.49272245662775e-09,0.131651989395656,0.038536006088735,0.00507334186494507,NA,6.22139913874207,FALSE
0.137671108994349,7.26368812821175,-167.183155482603,344.366310965207,0.337072977082671,0.072047709506951,0.195768449857982,0.47837750430736,0.025763609148622,0.0144820730484815,1.49272201936364e-09,0.133764568748416,0.0420493227945053,0.00562470952976995,NA,6.80482353127786,FALSE
0.148875149608952,6.71703775026714,-167.764445886137,345.528891772273,0.337199076127829,0.0756837788420691,0.188763259624534,0.485634892631124,0.0265476658832916,0.0144873721746537,1.49272260065348e-09,0.135956790915357,0.0458691645675789,0.00623622441657643,NA,7.38611393481119,FALSE
0.16099100481567,6.21152716665737,-168.34059897287,346.68119794574,0.337484622706129,0.0795722392045251,0.181422511669546,0.493546733742712,0.0273315630658384,0.0144929833398243,1.49272282268396e-09,0.138257212327521,0.0500249747905741,0.00691631356129931,NA,7.96226702154456,FALSE
0.174092880508518,5.74406028023112,-168.908947637144,347.817895274289,0.337907470014846,0.0837370043631007,0.173677157993642,0.50213778203605,0.0281098122055872,0.0144988860630735,1.49272332412483e-09,0.14069939557719,0.0545498569201504,0.00767513189748737,NA,8.5306156858187,FALSE
0.188261021654317,5.31177399980433,-169.467151160936,348.934302321873,0.338443370553158,0.0882051163516495,0.165449914547925,0.51143682655839,0.0288770257043609,0.0145050476315451,1.49272289680146e-09,0.143321477529742,0.0594802526106324,0.00852479768799811,NA,9.08881920961073,FALSE
0.203582203768483,4.91202070460548,-170.013178940786,350.026357881572,0.339067907567648,0.0930064191571037,0.156657832663215,0.521477982472081,0.0296281720995998,0.0145114320370611,1.49272153821732e-09,0.146164342458052,0.0648554235819508,0.00947955034269428,NA,9.63484698946058,FALSE
0.220150264388421,4.54235202841118,-170.545289870526,351.090579741051,0.339758072734116,0.0981738030666141,0.147213397502779,0.532302747965454,0.0303587921309985,0.0145179791361565,1.4927230604221e-09,0.149271995575026,0.0707168675711605,0.010556047943162,NA,10.1669579192001,FALSE
0.238066677799637,4.20050386405452,-171.06200991476,352.12401982952,0.340493147157161,0.103742311375913,0.137027161042009,0.543959133272313,0.0310650978476211,0.0145246516295567,1.4927226159704e-09,0.152688367124347,0.0771078090699002,0.011773465459419,NA,10.6836779634345,FALSE
0.257441176534591,3.88438249646375,-171.562110328727,353.124220657453,0.341255229547863,0.109748938910292,0.126008665399507,0.55650179369622,0.0317441978132915,0.0145313846375187,1.49272347904288e-09,0.156456669813482,0.0840728703353675,0.0131537613143323,NA,11.183778377401,FALSE
0.27839242345077,3.59205177930009,-172.044588333917,354.089176667833,0.342029443415102,0.116233348672143,0.114065244493899,0.569993642336304,0.032393941167698,0.0145381283718336,1.49272290086814e-09,0.160621468678357,0.0916579537152758,0.0147222351418005,NA,11.6662563825912,FALSE
0.301048738504266,3.32172127665578,-172.508651043897,355.017302087793,0.342803660481183,0.123236607754911,0.101104226665011,0.584503094297356,0.0330130269385503,0.0145448337485544,1.49272037999869e-09,0.165225027825053,0.0999102723688568,0.016507677532153,NA,12.1303190925712,FALSE
0.325548884670119,3.07173529718373,-172.953702394413,355.907404788825,0.343568282659221,0.130801734035537,0.0870316444434301,0.600104920875012,0.033600830568815,0.014551458954092,1.49272221774548e-09,0.170309470778427,0.108878380248797,0.018543019319385,NA,12.575370443087,FALSE
0.352042917822946,2.84056275349625,-173.379332070232,356.758664140463,0.34431588172377,0.138973816179428,0.0717516388598061,0.616880124587733,0.0341569060976074,0.0145580805218963,1.49272127581334e-09,0.175917988822496,0.118611999840666,0.0208659844621841,NA,13.0010001189062,FALSE
0.380693105783105,2.62678778472479,-173.785305055103,357.570610110206,0.3450407491259,0.147796108211068,0.0551736688351779,0.634907829416622,0.0346830973358171,0.0145643198229113,1.49272320984098e-09,0.182086315773566,0.129161444379109,0.0235185315469842,NA,13.4069731037773,FALSE
0.411674922157289,2.42910108480674,-174.171550694196,358.343101388393,0.345738829675861,0.157316981251247,0.0371988106766717,0.654278848675049,0.0351788456458644,0.0145705052002641,1.49272132834331e-09,0.188863001928472,0.140576482630822,0.0265496965102028,NA,13.7932187428707,FALSE
0.445178121060503,2.24629188338771,-174.538150254834,359.076300509668,0.346407186460816,0.167581315175131,0.0177361062201766,0.675078266701456,0.0356456773466086,0.0145764892845348,1.49272252221849e-09,0.196289803139018,0.152904587201265,0.0300136113207891,NA,14.1598183035084,FALSE
0.481407899301769,2.07724053022477,-174.885322868412,359.770645736824,0.347043912241088,0.178633352688285,-0.00330312336791927,0.697390947850096,0.0360848765087117,0.0145822900083022,1.49272316286376e-09,0.204412264534303,0.166188620081639,0.0339709921707188,NA,14.5069909170865,FALSE
0.520586153151596,1.92091163767239,-175.21340989133,360.42681978266,0.347647952775328,0.190515982905747,-0.0260040491754934,0.72129995472615,0.0364977142103535,0.0145878359567595,1.49272366526076e-09,0.213280753837763,0.180464116858424,0.0384895228842307,NA,14.8350779400043,FALSE
