"value","parameter","panel"
45.3117,"Spatial range (km)","Range"
52.379,"Spatial range (km)","Range"
49.1365,"Spatial range (km)","Range"
20.4983,"Spatial range (km)","Range"
28.5839,"Spatial range (km)","Range"
25.295,"Spatial range (km)","Range"
34.5759,"Spatial range (km)","Range"
36.0512,"Spatial range (km)","Range"
29.8191,"Spatial range (km)","Range"
40.7464,"Spatial range (km)","Range"
42.1446,"Spatial range (km)","Range"
21.5568,"Spatial range (km)","Range"
30.0949,"Spatial range (km)","Range"
39.3349,"Spatial range (km)","Range"
41.4081,"Spatial range (km)","Range"
37.0854,"Spatial range (km)","Range"
23.0553,"Spatial range (km)","Range"
16.5868,"Spatial range (km)","Range"
14.2433,"Spatial range (km)","Range"
25.929,"Spatial range (km)","Range"
36.6878,"Spatial range (km)","Range"
70.1007,"Spatial range (km)","Range"
47.0685,"Spatial range (km)","Range"
43.6763,"Spatial range (km)","Range"
26.3274,"Spatial range (km)","Range"
21.6364,"Spatial range (km)","Range"
27.6475,"Spatial range (km)","Range"
22.4103,"Spatial range (km)","Range"
21.3547,"Spatial range (km)","Range"
46.7837,"Spatial range (km)","Range"
36.2163,"Spatial range (km)","Range"
25.2765,"Spatial range (km)","Range"
14.316,"Spatial range (km)","Range"
26.7048,"Spatial range (km)","Range"
75.251,"Spatial range (km)","Range"
65.0797,"Spatial range (km)","Range"
35.277,"Spatial range (km)","Range"
23.001,"Spatial range (km)","Range"
31.9722,"Spatial range (km)","Range"
81.9234,"Spatial range (km)","Range"
106.34,"Spatial range (km)","Range"
106.249,"Spatial range (km)","Range"
25.1052,"Spatial range (km)","Range"
41.5847,"Spatial range (km)","Range"
4.50666,"Spatial range (km)","Range"
24.4865,"Spatial range (km)","Range"
19.4931,"Spatial range (km)","Range"
23.4771,"Spatial range (km)","Range"
27.9428,"Spatial range (km)","Range"
69.5348,"Spatial range (km)","Range"
72.8772,"Spatial range (km)","Range"
59.4756,"Spatial range (km)","Range"
43.5438,"Spatial range (km)","Range"
22.4738,"Spatial range (km)","Range"
20.166,"Spatial range (km)","Range"
17.9846,"Spatial range (km)","Range"
44.6315,"Spatial range (km)","Range"
15.8402,"Spatial range (km)","Range"
21.2867,"Spatial range (km)","Range"
70.7062,"Spatial range (km)","Range"
54.6858,"Spatial range (km)","Range"
50.5043,"Spatial range (km)","Range"
35.4505,"Spatial range (km)","Range"
20.9891,"Spatial range (km)","Range"
19.6753,"Spatial range (km)","Range"
8.91756,"Spatial range (km)","Range"
18.6078,"Spatial range (km)","Range"
20.8497,"Spatial range (km)","Range"
23.249,"Spatial range (km)","Range"
19.0912,"Spatial range (km)","Range"
46.0533,"Spatial range (km)","Range"
50.492,"Spatial range (km)","Range"
51.3194,"Spatial range (km)","Range"
59.2574,"Spatial range (km)","Range"
48.2803,"Spatial range (km)","Range"
44.0285,"Spatial range (km)","Range"
38.9363,"Spatial range (km)","Range"
23.7231,"Spatial range (km)","Range"
15.9436,"Spatial range (km)","Range"
27.082,"Spatial range (km)","Range"
31.6449,"Spatial range (km)","Range"
50.6831,"Spatial range (km)","Range"
52.0608,"Spatial range (km)","Range"
54.7778,"Spatial range (km)","Range"
49.8469,"Spatial range (km)","Range"
53.0106,"Spatial range (km)","Range"
38.6061,"Spatial range (km)","Range"
74.8277,"Spatial range (km)","Range"
56.5484,"Spatial range (km)","Range"
37.8729,"Spatial range (km)","Range"
34.3798,"Spatial range (km)","Range"
32.4533,"Spatial range (km)","Range"
39.3692,"Spatial range (km)","Range"
58.8463,"Spatial range (km)","Range"
43.4299,"Spatial range (km)","Range"
46.5682,"Spatial range (km)","Range"
44.0984,"Spatial range (km)","Range"
92.9998,"Spatial range (km)","Range"
127.237,"Spatial range (km)","Range"
173.452,"Spatial range (km)","Range"
220.569,"Spatial range (km)","Range"
97.0606,"Spatial range (km)","Range"
114.299,"Spatial range (km)","Range"
256.412,"Spatial range (km)","Range"
172.595,"Spatial range (km)","Range"
143.675,"Spatial range (km)","Range"
97.1432,"Spatial range (km)","Range"
22.1286,"Spatial range (km)","Range"
59.2137,"Spatial range (km)","Range"
129.355,"Spatial range (km)","Range"
56.0451,"Spatial range (km)","Range"
54.1856,"Spatial range (km)","Range"
79.5758,"Spatial range (km)","Range"
46.0888,"Spatial range (km)","Range"
44.5411,"Spatial range (km)","Range"
115.101,"Spatial range (km)","Range"
169.853,"Spatial range (km)","Range"
39.8436,"Spatial range (km)","Range"
35.821,"Spatial range (km)","Range"
35.5723,"Spatial range (km)","Range"
34.9302,"Spatial range (km)","Range"
27.9183,"Spatial range (km)","Range"
21.1851,"Spatial range (km)","Range"
22.5713,"Spatial range (km)","Range"
16.7619,"Spatial range (km)","Range"
45.2351,"Spatial range (km)","Range"
20.0759,"Spatial range (km)","Range"
30.8404,"Spatial range (km)","Range"
31.617,"Spatial range (km)","Range"
7.62925,"Spatial range (km)","Range"
9.8687,"Spatial range (km)","Range"
21.7956,"Spatial range (km)","Range"
22.2605,"Spatial range (km)","Range"
15.7656,"Spatial range (km)","Range"
33.3682,"Spatial range (km)","Range"
19.2127,"Spatial range (km)","Range"
16.0136,"Spatial range (km)","Range"
50.8519,"Spatial range (km)","Range"
47.974,"Spatial range (km)","Range"
71.4559,"Spatial range (km)","Range"
78.5862,"Spatial range (km)","Range"
46.3257,"Spatial range (km)","Range"
35.9319,"Spatial range (km)","Range"
34.665,"Spatial range (km)","Range"
38.6402,"Spatial range (km)","Range"
58.4281,"Spatial range (km)","Range"
48.7339,"Spatial range (km)","Range"
59.2573,"Spatial range (km)","Range"
43.3873,"Spatial range (km)","Range"
67.4003,"Spatial range (km)","Range"
84.6146,"Spatial range (km)","Range"
53.725,"Spatial range (km)","Range"
34.1074,"Spatial range (km)","Range"
30.2467,"Spatial range (km)","Range"
22.6486,"Spatial range (km)","Range"
53.2677,"Spatial range (km)","Range"
43.6409,"Spatial range (km)","Range"
35.1976,"Spatial range (km)","Range"
22.2271,"Spatial range (km)","Range"
24.0625,"Spatial range (km)","Range"
35.3231,"Spatial range (km)","Range"
7.16199,"Spatial range (km)","Range"
24.202,"Spatial range (km)","Range"
41.597,"Spatial range (km)","Range"
51.1872,"Spatial range (km)","Range"
28.0111,"Spatial range (km)","Range"
25.4172,"Spatial range (km)","Range"
32.577,"Spatial range (km)","Range"
20.7211,"Spatial range (km)","Range"
23.8368,"Spatial range (km)","Range"
29.3468,"Spatial range (km)","Range"
27.083,"Spatial range (km)","Range"
40.911,"Spatial range (km)","Range"
37.0371,"Spatial range (km)","Range"
25.4641,"Spatial range (km)","Range"
19.6392,"Spatial range (km)","Range"
16.6924,"Spatial range (km)","Range"
27.503,"Spatial range (km)","Range"
30.4948,"Spatial range (km)","Range"
41.5211,"Spatial range (km)","Range"
117.957,"Spatial range (km)","Range"
85.6404,"Spatial range (km)","Range"
25.9328,"Spatial range (km)","Range"
26.472,"Spatial range (km)","Range"
20.0697,"Spatial range (km)","Range"
32.6671,"Spatial range (km)","Range"
29.4349,"Spatial range (km)","Range"
45.7133,"Spatial range (km)","Range"
49.5123,"Spatial range (km)","Range"
46.6281,"Spatial range (km)","Range"
41.7471,"Spatial range (km)","Range"
71.7807,"Spatial range (km)","Range"
28.9471,"Spatial range (km)","Range"
29.2043,"Spatial range (km)","Range"
52.2491,"Spatial range (km)","Range"
72.9332,"Spatial range (km)","Range"
47.7852,"Spatial range (km)","Range"
41.4787,"Spatial range (km)","Range"
29.8643,"Spatial range (km)","Range"
20.4472,"Spatial range (km)","Range"
3.35285,"Spatial range (km)","Range"
15.7144,"Spatial range (km)","Range"
13.1924,"Spatial range (km)","Range"
15.6365,"Spatial range (km)","Range"
10.0246,"Spatial range (km)","Range"
31.9464,"Spatial range (km)","Range"
54.7616,"Spatial range (km)","Range"
89.4101,"Spatial range (km)","Range"
93.6623,"Spatial range (km)","Range"
64.6786,"Spatial range (km)","Range"
72.2831,"Spatial range (km)","Range"
64.0793,"Spatial range (km)","Range"
60.2359,"Spatial range (km)","Range"
68.2931,"Spatial range (km)","Range"
43.7659,"Spatial range (km)","Range"
43.3356,"Spatial range (km)","Range"
64.7384,"Spatial range (km)","Range"
30.8417,"Spatial range (km)","Range"
10.6731,"Spatial range (km)","Range"
10.9917,"Spatial range (km)","Range"
22.1534,"Spatial range (km)","Range"
28.7708,"Spatial range (km)","Range"
19.0956,"Spatial range (km)","Range"
32.5511,"Spatial range (km)","Range"
45.4034,"Spatial range (km)","Range"
63.3637,"Spatial range (km)","Range"
56.9807,"Spatial range (km)","Range"
42.7181,"Spatial range (km)","Range"
112.175,"Spatial range (km)","Range"
47.0391,"Spatial range (km)","Range"
42.5205,"Spatial range (km)","Range"
28.707,"Spatial range (km)","Range"
30.9929,"Spatial range (km)","Range"
39.5418,"Spatial range (km)","Range"
34.9446,"Spatial range (km)","Range"
24.7147,"Spatial range (km)","Range"
33.5881,"Spatial range (km)","Range"
36.1664,"Spatial range (km)","Range"
53.5467,"Spatial range (km)","Range"
50.5925,"Spatial range (km)","Range"
65.1949,"Spatial range (km)","Range"
29.6829,"Spatial range (km)","Range"
44.6469,"Spatial range (km)","Range"
53.1752,"Spatial range (km)","Range"
37.9494,"Spatial range (km)","Range"
56.0507,"Spatial range (km)","Range"
38.4935,"Spatial range (km)","Range"
35.563,"Spatial range (km)","Range"
24.7346,"Spatial range (km)","Range"
56.9768,"Spatial range (km)","Range"
57.488,"Spatial range (km)","Range"
21.1343,"Spatial range (km)","Range"
44.8982,"Spatial range (km)","Range"
11.5805,"Spatial range (km)","Range"
19.4194,"Spatial range (km)","Range"
47.1874,"Spatial range (km)","Range"
54.9955,"Spatial range (km)","Range"
98.0207,"Spatial range (km)","Range"
143.39,"Spatial range (km)","Range"
57.8459,"Spatial range (km)","Range"
78.7419,"Spatial range (km)","Range"
64.2358,"Spatial range (km)","Range"
104.446,"Spatial range (km)","Range"
86.5285,"Spatial range (km)","Range"
18.1877,"Spatial range (km)","Range"
33.5571,"Spatial range (km)","Range"
32.8272,"Spatial range (km)","Range"
30.0889,"Spatial range (km)","Range"
28.3697,"Spatial range (km)","Range"
53.2897,"Spatial range (km)","Range"
56.3171,"Spatial range (km)","Range"
38.4317,"Spatial range (km)","Range"
28.8566,"Spatial range (km)","Range"
61.8471,"Spatial range (km)","Range"
35.8542,"Spatial range (km)","Range"
25.3706,"Spatial range (km)","Range"
38.9835,"Spatial range (km)","Range"
24.1033,"Spatial range (km)","Range"
20.7401,"Spatial range (km)","Range"
25.9344,"Spatial range (km)","Range"
47.9931,"Spatial range (km)","Range"
47.8445,"Spatial range (km)","Range"
39.0731,"Spatial range (km)","Range"
28.4988,"Spatial range (km)","Range"
32.3388,"Spatial range (km)","Range"
27.6009,"Spatial range (km)","Range"
25.3151,"Spatial range (km)","Range"
45.9,"Spatial range (km)","Range"
30.9892,"Spatial range (km)","Range"
14.4537,"Spatial range (km)","Range"
18.9699,"Spatial range (km)","Range"
139.609,"Spatial range (km)","Range"
62.0091,"Spatial range (km)","Range"
38.5249,"Spatial range (km)","Range"
82.475,"Spatial range (km)","Range"
135.8,"Spatial range (km)","Range"
97.9133,"Spatial range (km)","Range"
51.8629,"Spatial range (km)","Range"
78.8966,"Spatial range (km)","Range"
14.9801,"Spatial range (km)","Range"
13.2385,"Spatial range (km)","Range"
23.0884,"Spatial range (km)","Range"
35.498,"Spatial range (km)","Range"
28.0056,"Spatial range (km)","Range"
28.3538,"Spatial range (km)","Range"
46.6593,"Spatial range (km)","Range"
51.0659,"Spatial range (km)","Range"
68.7934,"Spatial range (km)","Range"
63.1797,"Spatial range (km)","Range"
23.645,"Spatial range (km)","Range"
61.533,"Spatial range (km)","Range"
56.2966,"Spatial range (km)","Range"
26.2298,"Spatial range (km)","Range"
23.6101,"Spatial range (km)","Range"
20.616,"Spatial range (km)","Range"
54.3384,"Spatial range (km)","Range"
34.5569,"Spatial range (km)","Range"
58.7571,"Spatial range (km)","Range"
34.8612,"Spatial range (km)","Range"
81.786,"Spatial range (km)","Range"
70.7116,"Spatial range (km)","Range"
33.5049,"Spatial range (km)","Range"
42.95,"Spatial range (km)","Range"
48.2368,"Spatial range (km)","Range"
75.0825,"Spatial range (km)","Range"
29.5175,"Spatial range (km)","Range"
46.2883,"Spatial range (km)","Range"
50.8032,"Spatial range (km)","Range"
68.6078,"Spatial range (km)","Range"
61.8751,"Spatial range (km)","Range"
56.5033,"Spatial range (km)","Range"
44.5105,"Spatial range (km)","Range"
47.0933,"Spatial range (km)","Range"
19.6197,"Spatial range (km)","Range"
5.7587,"Spatial range (km)","Range"
27.4247,"Spatial range (km)","Range"
30.0738,"Spatial range (km)","Range"
15.5106,"Spatial range (km)","Range"
33.9662,"Spatial range (km)","Range"
21.8322,"Spatial range (km)","Range"
43.1716,"Spatial range (km)","Range"
59.3058,"Spatial range (km)","Range"
29.4707,"Spatial range (km)","Range"
26.1794,"Spatial range (km)","Range"
18.4604,"Spatial range (km)","Range"
123.903,"Spatial range (km)","Range"
47.1322,"Spatial range (km)","Range"
31.357,"Spatial range (km)","Range"
67.4578,"Spatial range (km)","Range"
58.5486,"Spatial range (km)","Range"
20.8741,"Spatial range (km)","Range"
20.8894,"Spatial range (km)","Range"
22.594,"Spatial range (km)","Range"
24.1003,"Spatial range (km)","Range"
13.6154,"Spatial range (km)","Range"
8.29518,"Spatial range (km)","Range"
7.29568,"Spatial range (km)","Range"
10.9992,"Spatial range (km)","Range"
7.44127,"Spatial range (km)","Range"
10.6084,"Spatial range (km)","Range"
4.97953,"Spatial range (km)","Range"
28.9774,"Spatial range (km)","Range"
40.5695,"Spatial range (km)","Range"
18.6587,"Spatial range (km)","Range"
24.9262,"Spatial range (km)","Range"
10.8192,"Spatial range (km)","Range"
23.8379,"Spatial range (km)","Range"
39.2273,"Spatial range (km)","Range"
18.8341,"Spatial range (km)","Range"
33.0757,"Spatial range (km)","Range"
45.9484,"Spatial range (km)","Range"
28.7773,"Spatial range (km)","Range"
49.4343,"Spatial range (km)","Range"
132.654,"Spatial range (km)","Range"
39.0976,"Spatial range (km)","Range"
57.8723,"Spatial range (km)","Range"
35.6611,"Spatial range (km)","Range"
16.0746,"Spatial range (km)","Range"
29.3453,"Spatial range (km)","Range"
41.282,"Spatial range (km)","Range"
53.4781,"Spatial range (km)","Range"
28.9837,"Spatial range (km)","Range"
32.8674,"Spatial range (km)","Range"
53.3427,"Spatial range (km)","Range"
56.4756,"Spatial range (km)","Range"
87.6804,"Spatial range (km)","Range"
77.0934,"Spatial range (km)","Range"
46.2569,"Spatial range (km)","Range"
37.7077,"Spatial range (km)","Range"
72.9888,"Spatial range (km)","Range"
72.2219,"Spatial range (km)","Range"
67.7837,"Spatial range (km)","Range"
53.6199,"Spatial range (km)","Range"
51.5261,"Spatial range (km)","Range"
61.7133,"Spatial range (km)","Range"
42.1873,"Spatial range (km)","Range"
39.7187,"Spatial range (km)","Range"
37.6081,"Spatial range (km)","Range"
67.6238,"Spatial range (km)","Range"
34.9772,"Spatial range (km)","Range"
20.6344,"Spatial range (km)","Range"
26.228,"Spatial range (km)","Range"
22.5825,"Spatial range (km)","Range"
6.66059,"Spatial range (km)","Range"
29.1116,"Spatial range (km)","Range"
122.15,"Spatial range (km)","Range"
79.0708,"Spatial range (km)","Range"
58.2569,"Spatial range (km)","Range"
38.8138,"Spatial range (km)","Range"
53.425,"Spatial range (km)","Range"
53.5704,"Spatial range (km)","Range"
46.1369,"Spatial range (km)","Range"
49.679,"Spatial range (km)","Range"
40.0835,"Spatial range (km)","Range"
53.7284,"Spatial range (km)","Range"
111.877,"Spatial range (km)","Range"
46.5402,"Spatial range (km)","Range"
44.7096,"Spatial range (km)","Range"
40.3769,"Spatial range (km)","Range"
34.6828,"Spatial range (km)","Range"
7.32581,"Spatial range (km)","Range"
26.6119,"Spatial range (km)","Range"
14.5988,"Spatial range (km)","Range"
14.0113,"Spatial range (km)","Range"
39.4509,"Spatial range (km)","Range"
38.5789,"Spatial range (km)","Range"
94.8592,"Spatial range (km)","Range"
56.6335,"Spatial range (km)","Range"
63.2267,"Spatial range (km)","Range"
79.1266,"Spatial range (km)","Range"
55.8211,"Spatial range (km)","Range"
41.6626,"Spatial range (km)","Range"
41.7228,"Spatial range (km)","Range"
23.1903,"Spatial range (km)","Range"
17.6589,"Spatial range (km)","Range"
16.8527,"Spatial range (km)","Range"
27.7066,"Spatial range (km)","Range"
55.239,"Spatial range (km)","Range"
61.9534,"Spatial range (km)","Range"
50.7978,"Spatial range (km)","Range"
36.1368,"Spatial range (km)","Range"
86.556,"Spatial range (km)","Range"
38.0475,"Spatial range (km)","Range"
32.1822,"Spatial range (km)","Range"
21.9956,"Spatial range (km)","Range"
44.5084,"Spatial range (km)","Range"
40.1539,"Spatial range (km)","Range"
33.8238,"Spatial range (km)","Range"
35.8416,"Spatial range (km)","Range"
28.5538,"Spatial range (km)","Range"
49.5884,"Spatial range (km)","Range"
19.0005,"Spatial range (km)","Range"
18.6454,"Spatial range (km)","Range"
21.7723,"Spatial range (km)","Range"
31.0233,"Spatial range (km)","Range"
92.5496,"Spatial range (km)","Range"
68.8942,"Spatial range (km)","Range"
54.3625,"Spatial range (km)","Range"
52.229,"Spatial range (km)","Range"
396.398,"Spatial range (km)","Range"
131.717,"Spatial range (km)","Range"
372.054,"Spatial range (km)","Range"
44.3509,"Spatial range (km)","Range"
64.343,"Spatial range (km)","Range"
43.1569,"Spatial range (km)","Range"
63.0735,"Spatial range (km)","Range"
82.4127,"Spatial range (km)","Range"
121.182,"Spatial range (km)","Range"
89.4804,"Spatial range (km)","Range"
40.1952,"Spatial range (km)","Range"
20.8679,"Spatial range (km)","Range"
39.5412,"Spatial range (km)","Range"
35.4868,"Spatial range (km)","Range"
42.9221,"Spatial range (km)","Range"
45.1774,"Spatial range (km)","Range"
73.6609,"Spatial range (km)","Range"
52.7278,"Spatial range (km)","Range"
41.4799,"Spatial range (km)","Range"
43.1036,"Spatial range (km)","Range"
30.7782,"Spatial range (km)","Range"
51.5636,"Spatial range (km)","Range"
28.3817,"Spatial range (km)","Range"
21.2944,"Spatial range (km)","Range"
22.353,"Spatial range (km)","Range"
21.2763,"Spatial range (km)","Range"
6.61988,"Spatial range (km)","Range"
20.0891,"Spatial range (km)","Range"
22.3029,"Spatial range (km)","Range"
12.1332,"Spatial range (km)","Range"
14.9696,"Spatial range (km)","Range"
14.4964,"Spatial range (km)","Range"
25.7441,"Spatial range (km)","Range"
31.2499,"Spatial range (km)","Range"
45.5202,"Spatial range (km)","Range"
56.2019,"Spatial range (km)","Range"
17.2021,"Spatial range (km)","Range"
11.741,"Spatial range (km)","Range"
9.15905,"Spatial range (km)","Range"
14.4204,"Spatial range (km)","Range"
17.2797,"Spatial range (km)","Range"
20.4083,"Spatial range (km)","Range"
106.834,"Spatial range (km)","Range"
82.8146,"Spatial range (km)","Range"
43.1548,"Spatial range (km)","Range"
57.3962,"Spatial range (km)","Range"
113.933,"Spatial range (km)","Range"
60.5821,"Spatial range (km)","Range"
44.6007,"Spatial range (km)","Range"
21.8035,"Spatial range (km)","Range"
20.6276,"Spatial range (km)","Range"
37.3442,"Spatial range (km)","Range"
32.1572,"Spatial range (km)","Range"
40.0033,"Spatial range (km)","Range"
48.417,"Spatial range (km)","Range"
20.5716,"Spatial range (km)","Range"
23.0641,"Spatial range (km)","Range"
31.809,"Spatial range (km)","Range"
35.6276,"Spatial range (km)","Range"
46.1806,"Spatial range (km)","Range"
78.8993,"Spatial range (km)","Range"
55.4332,"Spatial range (km)","Range"
39.2774,"Spatial range (km)","Range"
26.5903,"Spatial range (km)","Range"
18.9034,"Spatial range (km)","Range"
17.1228,"Spatial range (km)","Range"
20.7427,"Spatial range (km)","Range"
32.8379,"Spatial range (km)","Range"
31.9993,"Spatial range (km)","Range"
19.473,"Spatial range (km)","Range"
19.6647,"Spatial range (km)","Range"
51.9062,"Spatial range (km)","Range"
14.8521,"Spatial range (km)","Range"
21.8781,"Spatial range (km)","Range"
23.1444,"Spatial range (km)","Range"
46.7179,"Spatial range (km)","Range"
63.5921,"Spatial range (km)","Range"
39.0825,"Spatial range (km)","Range"
28.8513,"Spatial range (km)","Range"
22.6914,"Spatial range (km)","Range"
13.5532,"Spatial range (km)","Range"
32.0708,"Spatial range (km)","Range"
20.8613,"Spatial range (km)","Range"
25.7127,"Spatial range (km)","Range"
9.49925,"Spatial range (km)","Range"
28.8874,"Spatial range (km)","Range"
11.792,"Spatial range (km)","Range"
8.82189,"Spatial range (km)","Range"
9.30081,"Spatial range (km)","Range"
8.14429,"Spatial range (km)","Range"
34.8938,"Spatial range (km)","Range"
40.2116,"Spatial range (km)","Range"
39.2875,"Spatial range (km)","Range"
69.1534,"Spatial range (km)","Range"
87.0369,"Spatial range (km)","Range"
41.027,"Spatial range (km)","Range"
8.68983,"Spatial range (km)","Range"
12.3334,"Spatial range (km)","Range"
15.4216,"Spatial range (km)","Range"
27.2547,"Spatial range (km)","Range"
35.8535,"Spatial range (km)","Range"
30.0502,"Spatial range (km)","Range"
21.2414,"Spatial range (km)","Range"
10.4743,"Spatial range (km)","Range"
19.3245,"Spatial range (km)","Range"
13.0487,"Spatial range (km)","Range"
23.8244,"Spatial range (km)","Range"
20.0178,"Spatial range (km)","Range"
20.8586,"Spatial range (km)","Range"
33.5989,"Spatial range (km)","Range"
23.9831,"Spatial range (km)","Range"
69.4614,"Spatial range (km)","Range"
18.957,"Spatial range (km)","Range"
67.3056,"Spatial range (km)","Range"
57.6717,"Spatial range (km)","Range"
64.1594,"Spatial range (km)","Range"
29.1633,"Spatial range (km)","Range"
40.5319,"Spatial range (km)","Range"
56.4177,"Spatial range (km)","Range"
29.0475,"Spatial range (km)","Range"
242.295,"Spatial range (km)","Range"
187.19,"Spatial range (km)","Range"
103.393,"Spatial range (km)","Range"
100.096,"Spatial range (km)","Range"
105.323,"Spatial range (km)","Range"
97.2372,"Spatial range (km)","Range"
167.507,"Spatial range (km)","Range"
90.3554,"Spatial range (km)","Range"
157.174,"Spatial range (km)","Range"
76.0421,"Spatial range (km)","Range"
92.3909,"Spatial range (km)","Range"
77.4746,"Spatial range (km)","Range"
156.8,"Spatial range (km)","Range"
98.2151,"Spatial range (km)","Range"
49.2613,"Spatial range (km)","Range"
83.6897,"Spatial range (km)","Range"
104.433,"Spatial range (km)","Range"
39.0785,"Spatial range (km)","Range"
21.4209,"Spatial range (km)","Range"
19.9084,"Spatial range (km)","Range"
45.5123,"Spatial range (km)","Range"
50.6202,"Spatial range (km)","Range"
37.2682,"Spatial range (km)","Range"
17.2164,"Spatial range (km)","Range"
36.619,"Spatial range (km)","Range"
29.2067,"Spatial range (km)","Range"
35.7184,"Spatial range (km)","Range"
30.4938,"Spatial range (km)","Range"
18.3093,"Spatial range (km)","Range"
8.75858,"Spatial range (km)","Range"
23.4716,"Spatial range (km)","Range"
9.69805,"Spatial range (km)","Range"
24.6044,"Spatial range (km)","Range"
14.3655,"Spatial range (km)","Range"
37.4236,"Spatial range (km)","Range"
31.6098,"Spatial range (km)","Range"
20.8196,"Spatial range (km)","Range"
39.7444,"Spatial range (km)","Range"
33.9263,"Spatial range (km)","Range"
30.1199,"Spatial range (km)","Range"
20.1428,"Spatial range (km)","Range"
137.017,"Spatial range (km)","Range"
53.918,"Spatial range (km)","Range"
91.7604,"Spatial range (km)","Range"
58.5511,"Spatial range (km)","Range"
43.1042,"Spatial range (km)","Range"
46.8248,"Spatial range (km)","Range"
41.3277,"Spatial range (km)","Range"
20.0022,"Spatial range (km)","Range"
29.714,"Spatial range (km)","Range"
13.0542,"Spatial range (km)","Range"
31.22,"Spatial range (km)","Range"
16.8383,"Spatial range (km)","Range"
19.1554,"Spatial range (km)","Range"
12.8356,"Spatial range (km)","Range"
23.3983,"Spatial range (km)","Range"
63.8255,"Spatial range (km)","Range"
31.6623,"Spatial range (km)","Range"
26.6283,"Spatial range (km)","Range"
27.1264,"Spatial range (km)","Range"
50.1525,"Spatial range (km)","Range"
62.0391,"Spatial range (km)","Range"
50.9714,"Spatial range (km)","Range"
59.1561,"Spatial range (km)","Range"
17.8731,"Spatial range (km)","Range"
21.9126,"Spatial range (km)","Range"
29.2254,"Spatial range (km)","Range"
46.7316,"Spatial range (km)","Range"
52.029,"Spatial range (km)","Range"
49.4751,"Spatial range (km)","Range"
28.479,"Spatial range (km)","Range"
24.3536,"Spatial range (km)","Range"
135.298,"Spatial range (km)","Range"
59.469,"Spatial range (km)","Range"
130.077,"Spatial range (km)","Range"
109.073,"Spatial range (km)","Range"
74.534,"Spatial range (km)","Range"
88.2362,"Spatial range (km)","Range"
29.2573,"Spatial range (km)","Range"
38.0419,"Spatial range (km)","Range"
44.5598,"Spatial range (km)","Range"
11.8526,"Spatial range (km)","Range"
9.06497,"Spatial range (km)","Range"
20.13,"Spatial range (km)","Range"
33.875,"Spatial range (km)","Range"
28.8065,"Spatial range (km)","Range"
25.039,"Spatial range (km)","Range"
24.7722,"Spatial range (km)","Range"
18.3592,"Spatial range (km)","Range"
63.9743,"Spatial range (km)","Range"
16.3145,"Spatial range (km)","Range"
10.9047,"Spatial range (km)","Range"
10.6036,"Spatial range (km)","Range"
24.4436,"Spatial range (km)","Range"
14.4351,"Spatial range (km)","Range"
40.8562,"Spatial range (km)","Range"
30.8526,"Spatial range (km)","Range"
22.4065,"Spatial range (km)","Range"
30.5869,"Spatial range (km)","Range"
12.1578,"Spatial range (km)","Range"
33.4662,"Spatial range (km)","Range"
32.3329,"Spatial range (km)","Range"
38.4716,"Spatial range (km)","Range"
23.8158,"Spatial range (km)","Range"
52.7349,"Spatial range (km)","Range"
54.1377,"Spatial range (km)","Range"
54.892,"Spatial range (km)","Range"
55.1159,"Spatial range (km)","Range"
8.96259,"Spatial range (km)","Range"
16.3704,"Spatial range (km)","Range"
7.92682,"Spatial range (km)","Range"
10.331,"Spatial range (km)","Range"
13.569,"Spatial range (km)","Range"
14.2647,"Spatial range (km)","Range"
41.0165,"Spatial range (km)","Range"
37.1453,"Spatial range (km)","Range"
84.827,"Spatial range (km)","Range"
128.335,"Spatial range (km)","Range"
40.9344,"Spatial range (km)","Range"
40.0047,"Spatial range (km)","Range"
30.0384,"Spatial range (km)","Range"
38.0999,"Spatial range (km)","Range"
75.1478,"Spatial range (km)","Range"
52.6551,"Spatial range (km)","Range"
113.086,"Spatial range (km)","Range"
126.913,"Spatial range (km)","Range"
43.6172,"Spatial range (km)","Range"
50.3901,"Spatial range (km)","Range"
66.061,"Spatial range (km)","Range"
31.4254,"Spatial range (km)","Range"
39.4162,"Spatial range (km)","Range"
181.649,"Spatial range (km)","Range"
23.5399,"Spatial range (km)","Range"
23.313,"Spatial range (km)","Range"
17.5437,"Spatial range (km)","Range"
26.0607,"Spatial range (km)","Range"
23.4894,"Spatial range (km)","Range"
17.7365,"Spatial range (km)","Range"
17.4818,"Spatial range (km)","Range"
15.7283,"Spatial range (km)","Range"
15.7848,"Spatial range (km)","Range"
15.528,"Spatial range (km)","Range"
17.7888,"Spatial range (km)","Range"
19.0108,"Spatial range (km)","Range"
12.259,"Spatial range (km)","Range"
44.8513,"Spatial range (km)","Range"
28.9016,"Spatial range (km)","Range"
35.4126,"Spatial range (km)","Range"
28.0956,"Spatial range (km)","Range"
32.206,"Spatial range (km)","Range"
40.2782,"Spatial range (km)","Range"
52.2318,"Spatial range (km)","Range"
69.8032,"Spatial range (km)","Range"
52.145,"Spatial range (km)","Range"
53.5375,"Spatial range (km)","Range"
179.821,"Spatial range (km)","Range"
123.491,"Spatial range (km)","Range"
44.4504,"Spatial range (km)","Range"
46.9836,"Spatial range (km)","Range"
164.775,"Spatial range (km)","Range"
83.4814,"Spatial range (km)","Range"
93.6416,"Spatial range (km)","Range"
76.9,"Spatial range (km)","Range"
