"value","parameter","panel"
31.1793,"Spatial range (km)","Range"
60.113,"Spatial range (km)","Range"
35.1933,"Spatial range (km)","Range"
45.9216,"Spatial range (km)","Range"
65.7932,"Spatial range (km)","Range"
84.3459,"Spatial range (km)","Range"
29.0842,"Spatial range (km)","Range"
24.002,"Spatial range (km)","Range"
41.1856,"Spatial range (km)","Range"
32.2434,"Spatial range (km)","Range"
29.7744,"Spatial range (km)","Range"
20.7999,"Spatial range (km)","Range"
30.6175,"Spatial range (km)","Range"
57.1585,"Spatial range (km)","Range"
19.8905,"Spatial range (km)","Range"
24.5037,"Spatial range (km)","Range"
17.9984,"Spatial range (km)","Range"
20.8591,"Spatial range (km)","Range"
41.1596,"Spatial range (km)","Range"
37.2761,"Spatial range (km)","Range"
27.9659,"Spatial range (km)","Range"
13.8209,"Spatial range (km)","Range"
12.6144,"Spatial range (km)","Range"
22.8874,"Spatial range (km)","Range"
30.6001,"Spatial range (km)","Range"
47.9012,"Spatial range (km)","Range"
58.8736,"Spatial range (km)","Range"
28.3986,"Spatial range (km)","Range"
24.6503,"Spatial range (km)","Range"
73.9749,"Spatial range (km)","Range"
36.6485,"Spatial range (km)","Range"
31.1633,"Spatial range (km)","Range"
41.567,"Spatial range (km)","Range"
31.5483,"Spatial range (km)","Range"
20,"Spatial range (km)","Range"
20.5105,"Spatial range (km)","Range"
44.0504,"Spatial range (km)","Range"
60.4375,"Spatial range (km)","Range"
61.019,"Spatial range (km)","Range"
19.7573,"Spatial range (km)","Range"
24.34,"Spatial range (km)","Range"
9.19983,"Spatial range (km)","Range"
37.6546,"Spatial range (km)","Range"
38.9565,"Spatial range (km)","Range"
67.6409,"Spatial range (km)","Range"
45.5286,"Spatial range (km)","Range"
45.8715,"Spatial range (km)","Range"
45.137,"Spatial range (km)","Range"
31.3875,"Spatial range (km)","Range"
43.7137,"Spatial range (km)","Range"
22.5956,"Spatial range (km)","Range"
19.6296,"Spatial range (km)","Range"
23.0736,"Spatial range (km)","Range"
14.4274,"Spatial range (km)","Range"
28.7571,"Spatial range (km)","Range"
14.8376,"Spatial range (km)","Range"
24.3271,"Spatial range (km)","Range"
30.9829,"Spatial range (km)","Range"
24.0407,"Spatial range (km)","Range"
32.5209,"Spatial range (km)","Range"
17.8236,"Spatial range (km)","Range"
14.1121,"Spatial range (km)","Range"
15.3768,"Spatial range (km)","Range"
82.9786,"Spatial range (km)","Range"
63.7428,"Spatial range (km)","Range"
59.6127,"Spatial range (km)","Range"
85.493,"Spatial range (km)","Range"
23.046,"Spatial range (km)","Range"
28.2534,"Spatial range (km)","Range"
70.7532,"Spatial range (km)","Range"
55.8048,"Spatial range (km)","Range"
81.5429,"Spatial range (km)","Range"
114.631,"Spatial range (km)","Range"
54.1803,"Spatial range (km)","Range"
64.2917,"Spatial range (km)","Range"
5.91813,"Spatial range (km)","Range"
12.9552,"Spatial range (km)","Range"
31.3701,"Spatial range (km)","Range"
14.9184,"Spatial range (km)","Range"
11.9799,"Spatial range (km)","Range"
52.9685,"Spatial range (km)","Range"
23.8974,"Spatial range (km)","Range"
19.4281,"Spatial range (km)","Range"
66.943,"Spatial range (km)","Range"
51.9028,"Spatial range (km)","Range"
11.1243,"Spatial range (km)","Range"
34.8511,"Spatial range (km)","Range"
24.8131,"Spatial range (km)","Range"
46.5198,"Spatial range (km)","Range"
35.9664,"Spatial range (km)","Range"
61.0074,"Spatial range (km)","Range"
32.9004,"Spatial range (km)","Range"
37.8381,"Spatial range (km)","Range"
36.9347,"Spatial range (km)","Range"
23.177,"Spatial range (km)","Range"
24.3741,"Spatial range (km)","Range"
5.96188,"Spatial range (km)","Range"
8.81784,"Spatial range (km)","Range"
76.8211,"Spatial range (km)","Range"
72.6619,"Spatial range (km)","Range"
56.0121,"Spatial range (km)","Range"
40.4867,"Spatial range (km)","Range"
31.0163,"Spatial range (km)","Range"
25.9589,"Spatial range (km)","Range"
49.1934,"Spatial range (km)","Range"
40.412,"Spatial range (km)","Range"
102.005,"Spatial range (km)","Range"
73.6157,"Spatial range (km)","Range"
69.6358,"Spatial range (km)","Range"
86.1281,"Spatial range (km)","Range"
98.7342,"Spatial range (km)","Range"
120.616,"Spatial range (km)","Range"
31.7423,"Spatial range (km)","Range"
37.5044,"Spatial range (km)","Range"
47.8213,"Spatial range (km)","Range"
27.3245,"Spatial range (km)","Range"
19.9239,"Spatial range (km)","Range"
16.0877,"Spatial range (km)","Range"
39.3889,"Spatial range (km)","Range"
24.0411,"Spatial range (km)","Range"
43.107,"Spatial range (km)","Range"
56.041,"Spatial range (km)","Range"
243.411,"Spatial range (km)","Range"
9.25864,"Spatial range (km)","Range"
66.3341,"Spatial range (km)","Range"
63.4339,"Spatial range (km)","Range"
20.4663,"Spatial range (km)","Range"
29.6323,"Spatial range (km)","Range"
21.9048,"Spatial range (km)","Range"
39.1489,"Spatial range (km)","Range"
19.1042,"Spatial range (km)","Range"
4.23021,"Spatial range (km)","Range"
27.986,"Spatial range (km)","Range"
6.07268,"Spatial range (km)","Range"
12.5374,"Spatial range (km)","Range"
19.0132,"Spatial range (km)","Range"
26.3694,"Spatial range (km)","Range"
32.072,"Spatial range (km)","Range"
29.8902,"Spatial range (km)","Range"
31.3314,"Spatial range (km)","Range"
26.2338,"Spatial range (km)","Range"
30.6945,"Spatial range (km)","Range"
43.0826,"Spatial range (km)","Range"
54.2106,"Spatial range (km)","Range"
42.822,"Spatial range (km)","Range"
26.6523,"Spatial range (km)","Range"
44.4887,"Spatial range (km)","Range"
37.227,"Spatial range (km)","Range"
27.5242,"Spatial range (km)","Range"
35.469,"Spatial range (km)","Range"
32.3412,"Spatial range (km)","Range"
23.956,"Spatial range (km)","Range"
47.648,"Spatial range (km)","Range"
61.6379,"Spatial range (km)","Range"
41.298,"Spatial range (km)","Range"
48.6329,"Spatial range (km)","Range"
55.3226,"Spatial range (km)","Range"
56.2723,"Spatial range (km)","Range"
64.1265,"Spatial range (km)","Range"
53.6743,"Spatial range (km)","Range"
45.7027,"Spatial range (km)","Range"
40.9151,"Spatial range (km)","Range"
44.7362,"Spatial range (km)","Range"
76.9477,"Spatial range (km)","Range"
90.2467,"Spatial range (km)","Range"
60.3415,"Spatial range (km)","Range"
53.166,"Spatial range (km)","Range"
46.7547,"Spatial range (km)","Range"
35.6946,"Spatial range (km)","Range"
10.2277,"Spatial range (km)","Range"
15.6425,"Spatial range (km)","Range"
13.1551,"Spatial range (km)","Range"
12.5372,"Spatial range (km)","Range"
9.16789,"Spatial range (km)","Range"
31.8455,"Spatial range (km)","Range"
33.3579,"Spatial range (km)","Range"
43.3521,"Spatial range (km)","Range"
32.6139,"Spatial range (km)","Range"
43.8981,"Spatial range (km)","Range"
39.3815,"Spatial range (km)","Range"
22.8458,"Spatial range (km)","Range"
27.8564,"Spatial range (km)","Range"
28.3778,"Spatial range (km)","Range"
16.912,"Spatial range (km)","Range"
30.8115,"Spatial range (km)","Range"
34.7854,"Spatial range (km)","Range"
37.4761,"Spatial range (km)","Range"
18.1425,"Spatial range (km)","Range"
18.2823,"Spatial range (km)","Range"
13.1279,"Spatial range (km)","Range"
72.2174,"Spatial range (km)","Range"
63.6601,"Spatial range (km)","Range"
120.575,"Spatial range (km)","Range"
140.091,"Spatial range (km)","Range"
64.04,"Spatial range (km)","Range"
106.573,"Spatial range (km)","Range"
82.9757,"Spatial range (km)","Range"
114.001,"Spatial range (km)","Range"
157.994,"Spatial range (km)","Range"
74.6247,"Spatial range (km)","Range"
48.3954,"Spatial range (km)","Range"
27.4753,"Spatial range (km)","Range"
134.666,"Spatial range (km)","Range"
59.303,"Spatial range (km)","Range"
30.2877,"Spatial range (km)","Range"
29.7054,"Spatial range (km)","Range"
46.3525,"Spatial range (km)","Range"
34.7333,"Spatial range (km)","Range"
26.2047,"Spatial range (km)","Range"
24.4762,"Spatial range (km)","Range"
37.3926,"Spatial range (km)","Range"
27.8428,"Spatial range (km)","Range"
24.3765,"Spatial range (km)","Range"
21.8446,"Spatial range (km)","Range"
51.9263,"Spatial range (km)","Range"
57.1692,"Spatial range (km)","Range"
36.3383,"Spatial range (km)","Range"
32.1862,"Spatial range (km)","Range"
58.4624,"Spatial range (km)","Range"
48.8456,"Spatial range (km)","Range"
50.6577,"Spatial range (km)","Range"
18.2466,"Spatial range (km)","Range"
22.214,"Spatial range (km)","Range"
40.7289,"Spatial range (km)","Range"
81.2417,"Spatial range (km)","Range"
45.2499,"Spatial range (km)","Range"
14.4558,"Spatial range (km)","Range"
19.2028,"Spatial range (km)","Range"
22.3214,"Spatial range (km)","Range"
32.6973,"Spatial range (km)","Range"
44.1712,"Spatial range (km)","Range"
47.1346,"Spatial range (km)","Range"
37.2323,"Spatial range (km)","Range"
63.8519,"Spatial range (km)","Range"
34.1403,"Spatial range (km)","Range"
25.7593,"Spatial range (km)","Range"
151.636,"Spatial range (km)","Range"
172.897,"Spatial range (km)","Range"
73.3589,"Spatial range (km)","Range"
87.3974,"Spatial range (km)","Range"
33.5958,"Spatial range (km)","Range"
64.0413,"Spatial range (km)","Range"
42.2018,"Spatial range (km)","Range"
59.8306,"Spatial range (km)","Range"
47.0446,"Spatial range (km)","Range"
88.4255,"Spatial range (km)","Range"
41.072,"Spatial range (km)","Range"
45.2204,"Spatial range (km)","Range"
58.887,"Spatial range (km)","Range"
41.701,"Spatial range (km)","Range"
37.6924,"Spatial range (km)","Range"
28.3166,"Spatial range (km)","Range"
33.6594,"Spatial range (km)","Range"
13.6386,"Spatial range (km)","Range"
20.0119,"Spatial range (km)","Range"
34.6492,"Spatial range (km)","Range"
46.2079,"Spatial range (km)","Range"
27.4312,"Spatial range (km)","Range"
32.0135,"Spatial range (km)","Range"
57.5822,"Spatial range (km)","Range"
41.8,"Spatial range (km)","Range"
74.1642,"Spatial range (km)","Range"
21.7856,"Spatial range (km)","Range"
52.4852,"Spatial range (km)","Range"
39.5814,"Spatial range (km)","Range"
36.0392,"Spatial range (km)","Range"
32.685,"Spatial range (km)","Range"
41.4201,"Spatial range (km)","Range"
92.6942,"Spatial range (km)","Range"
20.2139,"Spatial range (km)","Range"
12.6891,"Spatial range (km)","Range"
19.0852,"Spatial range (km)","Range"
19.2612,"Spatial range (km)","Range"
57.0432,"Spatial range (km)","Range"
25.6155,"Spatial range (km)","Range"
9.8632,"Spatial range (km)","Range"
12.2032,"Spatial range (km)","Range"
7.53894,"Spatial range (km)","Range"
12.4336,"Spatial range (km)","Range"
22.4004,"Spatial range (km)","Range"
33.1604,"Spatial range (km)","Range"
14.5241,"Spatial range (km)","Range"
50.0982,"Spatial range (km)","Range"
54.1943,"Spatial range (km)","Range"
46.2024,"Spatial range (km)","Range"
37.4912,"Spatial range (km)","Range"
38.2294,"Spatial range (km)","Range"
53.6124,"Spatial range (km)","Range"
10.1427,"Spatial range (km)","Range"
79.5673,"Spatial range (km)","Range"
87.9926,"Spatial range (km)","Range"
50.7756,"Spatial range (km)","Range"
19.8615,"Spatial range (km)","Range"
15.0495,"Spatial range (km)","Range"
33.986,"Spatial range (km)","Range"
14.5311,"Spatial range (km)","Range"
28.7736,"Spatial range (km)","Range"
26.4653,"Spatial range (km)","Range"
21.2099,"Spatial range (km)","Range"
37.8787,"Spatial range (km)","Range"
37.7263,"Spatial range (km)","Range"
50.6868,"Spatial range (km)","Range"
25.9189,"Spatial range (km)","Range"
17.7822,"Spatial range (km)","Range"
17.9658,"Spatial range (km)","Range"
16.6743,"Spatial range (km)","Range"
27.3489,"Spatial range (km)","Range"
14.1971,"Spatial range (km)","Range"
20.2321,"Spatial range (km)","Range"
26.9462,"Spatial range (km)","Range"
60.5244,"Spatial range (km)","Range"
81.9677,"Spatial range (km)","Range"
75.0657,"Spatial range (km)","Range"
70.3025,"Spatial range (km)","Range"
57.4908,"Spatial range (km)","Range"
91.6559,"Spatial range (km)","Range"
57.3534,"Spatial range (km)","Range"
78.1639,"Spatial range (km)","Range"
35.3768,"Spatial range (km)","Range"
38.7339,"Spatial range (km)","Range"
64.0468,"Spatial range (km)","Range"
43.3142,"Spatial range (km)","Range"
35.2438,"Spatial range (km)","Range"
33.9592,"Spatial range (km)","Range"
40.6461,"Spatial range (km)","Range"
38.067,"Spatial range (km)","Range"
30.7858,"Spatial range (km)","Range"
24.9561,"Spatial range (km)","Range"
29.249,"Spatial range (km)","Range"
33.7605,"Spatial range (km)","Range"
37.2601,"Spatial range (km)","Range"
10.6183,"Spatial range (km)","Range"
56.5726,"Spatial range (km)","Range"
56.9003,"Spatial range (km)","Range"
38.967,"Spatial range (km)","Range"
112.615,"Spatial range (km)","Range"
179.016,"Spatial range (km)","Range"
161.575,"Spatial range (km)","Range"
46.1044,"Spatial range (km)","Range"
48.7487,"Spatial range (km)","Range"
26.2088,"Spatial range (km)","Range"
34.4319,"Spatial range (km)","Range"
22.848,"Spatial range (km)","Range"
7.76883,"Spatial range (km)","Range"
39.5487,"Spatial range (km)","Range"
30.2643,"Spatial range (km)","Range"
42.4882,"Spatial range (km)","Range"
115.311,"Spatial range (km)","Range"
62.274,"Spatial range (km)","Range"
43.964,"Spatial range (km)","Range"
53.6754,"Spatial range (km)","Range"
92.1059,"Spatial range (km)","Range"
64.3048,"Spatial range (km)","Range"
32.1088,"Spatial range (km)","Range"
13.6242,"Spatial range (km)","Range"
16.309,"Spatial range (km)","Range"
33.338,"Spatial range (km)","Range"
29.9443,"Spatial range (km)","Range"
34.6383,"Spatial range (km)","Range"
29.0572,"Spatial range (km)","Range"
22.51,"Spatial range (km)","Range"
13.9933,"Spatial range (km)","Range"
7.03032,"Spatial range (km)","Range"
11.3633,"Spatial range (km)","Range"
65.6818,"Spatial range (km)","Range"
66.9436,"Spatial range (km)","Range"
79.0055,"Spatial range (km)","Range"
101.285,"Spatial range (km)","Range"
81.9303,"Spatial range (km)","Range"
189.661,"Spatial range (km)","Range"
29.2201,"Spatial range (km)","Range"
15.5102,"Spatial range (km)","Range"
13.6968,"Spatial range (km)","Range"
11.0823,"Spatial range (km)","Range"
29.535,"Spatial range (km)","Range"
22.4238,"Spatial range (km)","Range"
28.982,"Spatial range (km)","Range"
54.282,"Spatial range (km)","Range"
40.1157,"Spatial range (km)","Range"
36.174,"Spatial range (km)","Range"
18.1307,"Spatial range (km)","Range"
17.6976,"Spatial range (km)","Range"
30.0445,"Spatial range (km)","Range"
31.469,"Spatial range (km)","Range"
37.4961,"Spatial range (km)","Range"
36.6497,"Spatial range (km)","Range"
10.5712,"Spatial range (km)","Range"
15.1319,"Spatial range (km)","Range"
48.4425,"Spatial range (km)","Range"
116.823,"Spatial range (km)","Range"
218.547,"Spatial range (km)","Range"
100.713,"Spatial range (km)","Range"
23.7826,"Spatial range (km)","Range"
45.6645,"Spatial range (km)","Range"
31.5876,"Spatial range (km)","Range"
73.3362,"Spatial range (km)","Range"
38.397,"Spatial range (km)","Range"
57.5152,"Spatial range (km)","Range"
78.0019,"Spatial range (km)","Range"
42.3515,"Spatial range (km)","Range"
16.2577,"Spatial range (km)","Range"
15.4344,"Spatial range (km)","Range"
29.1039,"Spatial range (km)","Range"
18.6536,"Spatial range (km)","Range"
50.1333,"Spatial range (km)","Range"
47.9781,"Spatial range (km)","Range"
79.1826,"Spatial range (km)","Range"
119.725,"Spatial range (km)","Range"
92.6677,"Spatial range (km)","Range"
23.2665,"Spatial range (km)","Range"
30.2281,"Spatial range (km)","Range"
38.1976,"Spatial range (km)","Range"
38.8045,"Spatial range (km)","Range"
48.7149,"Spatial range (km)","Range"
39.3352,"Spatial range (km)","Range"
43.8246,"Spatial range (km)","Range"
41.7731,"Spatial range (km)","Range"
5.25513,"Spatial range (km)","Range"
9.12604,"Spatial range (km)","Range"
7.64578,"Spatial range (km)","Range"
6.7433,"Spatial range (km)","Range"
6.97304,"Spatial range (km)","Range"
5.82115,"Spatial range (km)","Range"
17.4215,"Spatial range (km)","Range"
39.1142,"Spatial range (km)","Range"
21.2008,"Spatial range (km)","Range"
6.37058,"Spatial range (km)","Range"
10.2452,"Spatial range (km)","Range"
11.0525,"Spatial range (km)","Range"
21.8132,"Spatial range (km)","Range"
17.1828,"Spatial range (km)","Range"
24.4465,"Spatial range (km)","Range"
12.6145,"Spatial range (km)","Range"
24.8767,"Spatial range (km)","Range"
84.6089,"Spatial range (km)","Range"
73.8568,"Spatial range (km)","Range"
5.82496,"Spatial range (km)","Range"
4.59545,"Spatial range (km)","Range"
22.4632,"Spatial range (km)","Range"
21.4188,"Spatial range (km)","Range"
20.0953,"Spatial range (km)","Range"
56.542,"Spatial range (km)","Range"
20.0619,"Spatial range (km)","Range"
44.7555,"Spatial range (km)","Range"
49.0977,"Spatial range (km)","Range"
43.6322,"Spatial range (km)","Range"
26.2064,"Spatial range (km)","Range"
13.0458,"Spatial range (km)","Range"
45.8394,"Spatial range (km)","Range"
34.1672,"Spatial range (km)","Range"
80.4383,"Spatial range (km)","Range"
38.9422,"Spatial range (km)","Range"
25.7541,"Spatial range (km)","Range"
25.516,"Spatial range (km)","Range"
7.60878,"Spatial range (km)","Range"
9.11791,"Spatial range (km)","Range"
14.5418,"Spatial range (km)","Range"
38.4697,"Spatial range (km)","Range"
59.0959,"Spatial range (km)","Range"
19.9435,"Spatial range (km)","Range"
19.4581,"Spatial range (km)","Range"
22.0007,"Spatial range (km)","Range"
42.835,"Spatial range (km)","Range"
38.8334,"Spatial range (km)","Range"
24.0652,"Spatial range (km)","Range"
31.2567,"Spatial range (km)","Range"
29.963,"Spatial range (km)","Range"
31.2041,"Spatial range (km)","Range"
22.0006,"Spatial range (km)","Range"
39.3475,"Spatial range (km)","Range"
34.007,"Spatial range (km)","Range"
36.6167,"Spatial range (km)","Range"
19.5752,"Spatial range (km)","Range"
35.1129,"Spatial range (km)","Range"
28.2591,"Spatial range (km)","Range"
37.0375,"Spatial range (km)","Range"
58.1621,"Spatial range (km)","Range"
34.5985,"Spatial range (km)","Range"
33.3403,"Spatial range (km)","Range"
